食品群,食品番号,索引番号,食品名,廃 棄 率,,,一般成分,一般成分,一般成分,一般成分,一般成分,,,,,一般成分,一般成分,,,,一般成分,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,無機質,"ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン
(ビタミンA)","ビタミン　
(ビタミンA)","ビタミン
(ビタミンA)",ビタミン,"ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)","ビタミン　
(ビタミンE)",ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,ビタミン,,,,,,,,,,,
,,,,廃棄,エネルギー（kcal）,エネルギー（kJ),水   分,たんぱく質,アミノ酸組成によるたんぱく質,脂   質,トリアシルグリセロール当量,飽和脂肪酸,一価不飽和脂肪酸,多価不飽和脂肪酸,コレステロール,炭水化物,利用可能炭水化物（単糖当量）,水溶性食物繊維,不溶性食物繊維,食物繊維総量,灰   分,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,レチノール,α-カロテン,β-カロテン,β-クリプトキサンチン,β-カロテン当量,レチノール活性当量,ビタミンD,α-トコフェロール,β-トコフェロール,γ-トコフェロール,δ-トコフェロール,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,食塩相当量,アルコール,硝酸イオン,テオブロミン,カフェイン,タンニン,ポリフェノール,酢酸,調理油,有機酸,重量変化率
,,,Tagnames,REFUSE,"ENERC_
KCAL",ENERC,WATER,－,PROTCAA,－,FATNLEA,FASAT,FAMS,FAPU,CHOLE,－,CHOAVLM,FIBSOL,FIBINS, FIBTG,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA ,CARTB ,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB ,TOCPHG,TOCPHD,VITK,THIAHCL ,RIBF,NIA,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,NACL_EQ,ALC,NITRA ,THEBRN,CAFFN ,TAN,POLYPHENT,ACEAC,－,OA,－
,,,単位,%,kcal/100 g,kJ/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 ｇ,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,mg/100 g,mg/100 g,mg/100 g,mg/100 g,µg/100 g,µg/100 g,mg/100 g,µg/100 g,mg/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,g/100 g,%
10,10288,1339,＜貝類＞あわび　水煮缶詰　　　,0,90,377,77.2,19.4,(13.8),0.4,0.3,0.07,0.06,0.13,140,1,-,(0),(0),(0),2,570,130,20,58,230,1.8,0.6,0.42,0.02,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.5,0,0,0,0,0.04,0.04,1,0.02,0.7,3,0.23,-,(0),1.4,-,-,-,-,-,-,-,-,-,-
10,10289,1340,＜貝類＞いがい　生　　　,60,70,293,82.9,10.3,(7.5),1.4,0.7,0.22,0.14,0.32,47,3.2,-,(0),(0),(0),2.2,540,230,43,73,160,3.5,1,0.05,0.86,-,-,-,-,34,-,-,-,Tr,34,(0),1.1,0,0,0,Tr,0.01,0.37,1.4,0.02,10.3,42,0.63,-,5,1.4,-,-,-,-,-,-,-,-,-,-
10,10290,1341,＜貝類＞いたやがい　養殖　生　　　,65,59,247,84.9,10.8,(7.8),0.8,0.4,0.13,0.07,0.21,33,1.5,-,(0),(0),(0),2,450,260,48,74,170,2,6.1,0.1,4.9,-,-,-,-,5,0,9,-,9,6,(0),0.4,0,0,0,(0),0,0.2,1.4,0.07,13.1,14,0.24,-,Tr,1.1,-,-,-,-,-,-,-,-,-,-
10,10291,1342,＜貝類＞エスカルゴ　　水煮缶詰　　　,0,82,343,79.9,16.5,(11.9),1,0.4,0.07,0.06,0.21,240,0.8,-,(0),(0),(0),1.8,260,5,400,37,130,3.9,1.5,3.07,0.38,-,-,-,-,0,-,-,-,-,(0),0,0.6,0,0,0,5,0,0.09,0,0,0.6,1,0,-,0,0.7,-,-,-,-,-,-,-,-,-,-
10,10292,1343,＜貝類＞かき　養殖　生　　　,75,60,251,85,6.6,4.6,1.4,0.8,0.23,0.18,0.32,51,4.7,-,(0),(0),(0),2.3,520,190,88,74,100,1.9,13.2,0.89,0.38,73,48,4,4,22,0,6,0,6,22,(0),1.2,0,0,0,0,0.04,0.14,1.4,0.08,28.1,40,0.59,4.5,3,1.3,-,-,-,-,-,-,-,-,-,-
10,10293,1344,＜貝類＞かき　養殖　水煮　　　,0,91,381,78.7,9.5,(6.6),2.2,1.2,0.35,0.27,0.5,80,7.4,-,(0),(0),(0),2.2,420,170,58,33,140,2.6,14.5,1.17,0.31,57,67,4,5,42,0,12,0,12,43,(0),2.9,0,0,0,0,0.04,0.14,1.3,0.06,20.3,26,0.26,7.2,2,1.1,-,-,-,-,-,-,-,-,-,64
10,10294,1345,＜貝類＞かき　くん製油漬缶詰　　　,0,298,1247,51.2,12.5,-,22.6,21.7,6.18,3.94,10.66,110,11.2,-,(0),(0),(0),2.5,300,140,35,42,260,4.5,25.4,2.81,1.03,-,-,-,-,Tr,-,-,-,18,2,(0),9.5,0,6.7,0.9,0,0.05,0.09,1.6,0.02,32.2,25,0.56,-,(0),0.8,-,-,-,-,-,-,-,-,-,-
10,10295,1346,＜貝類＞さざえ　生　　　,85,89,372,78,19.4,13.9,0.4,0.1,0.05,0.02,0.06,140,0.8,-,(0),(0),(0),1.4,240,250,22,54,140,0.8,2.2,0.39,0.02,97,19,6,5,Tr,44,340,11,360,31,(0),2.3,0,0,0,3,0.04,0.09,1.7,0.05,1.3,16,0.24,1.9,1,0.6,-,-,-,-,-,-,-,-,-,-
10,10296,1347,＜貝類＞さざえ　焼き　　　,85,97,406,75.6,21.3,(15.2),0.4,0.1,0.05,0.02,0.06,170,0.9,-,(0),(0),(0),1.8,280,220,29,67,120,0.9,2.5,0.73,0.03,-,-,-,-,Tr,64,490,16,530,44,(0),2.8,0,0,0,2,0.04,0.1,1.5,0.06,1.1,22,0.3,-,1,0.7,-,-,-,-,-,-,-,-,-,88
10,10318,1348,＜貝類＞さるぼう　味付け缶詰　　　,0,135,565,66.1,15.9,-,2.2,1.3,0.37,0.32,0.58,110,12.9,-,(0),(0),(0),2.9,870,55,60,41,140,11.3,4.1,0.13,1.39,-,-,-,-,Tr,-,-,-,90,8,(0),2.5,0,0,0,(0),0.01,0.07,1.6,0.04,24.9,11,0.19,-,(0),2.2,-,-,-,-,-,-,-,-,-,-
10,10297,1349,＜貝類＞しじみ　生　　　,75,64,267,86,7.5,5.7,1.4,0.6,0.24,0.14,0.19,62,4.5,-,(0),(0),(0),1.2,180,83,240,10,120,8.3,2.3,0.41,2.78,-,-,-,-,25,13,97,1,100,33,0.2,1.7,0,0,0,2,0.02,0.44,1.5,0.1,68.4,26,0.53,-,2,0.4,-,-,-,-,-,-,-,-,-,-
10,10413,1350,＜貝類＞しじみ　水煮　　　,80,113,471,76,15.4,12,2.7,1.2,0.45,0.27,0.46,130,5.5,-,(0),(0),(0),1.8,100,66,250,11,200,14.8,4,0.61,7.3,-,-,-,-,57,29,220,1,230,76,0.6,3.9,0,0,0,5,0.02,0.57,1.5,0.04,81.6,37,0.35,-,1,0.3,-,-,-,-,-,-,-,-,-,78
10,10298,1351,＜貝類＞たいらがい　貝柱　生　　　,0,100,418,75.2,21.8,(15.8),0.2,0.1,0.02,0.01,0.04,23,1.5,-,(0),(0),(0),1.3,260,260,16,36,150,0.6,4.3,0.01,0.03,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),0.8,0,0,0,(0),0.01,0.09,1.5,0.06,-,25,0.51,-,2,0.7,-,-,-,-,-,-,-,-,-,-
10,10299,1352,＜貝類＞たにし　生　　　,30,80,335,78.8,13,(9.4),1.1,0.3,0.08,0.1,0.14,72,3.6,-,(0),(0),(0),3.5,23,70,1300,77,140,19.4,6.2,1.9,2.1,-,-,-,-,15,-,-,-,960,95,(0),0.5,0,0,0,1,0.11,0.32,2,0.05,17.8,28,0.52,-,Tr,0.1,-,-,-,-,-,-,-,-,-,-
10,10300,1353,＜貝類＞つぶ　生　　　,0,86,360,78.2,17.8,13.3,0.2,0.1,0.02,0.01,0.05,110,2.3,-,(0),(0),(0),1.5,380,160,60,92,120,1.3,1.2,0.06,0.04,-,-,-,-,0,-,-,-,19,2,(0),1.8,0,0,0,(0),Tr,0.12,0.9,0.11,6.5,15,0.59,-,Tr,1,-,-,-,-,-,-,-,-,-,-
10,10301,1354,＜貝類＞とこぶし　生　　　,60,84,351,78.9,16,(11.6),0.4,0.1,0.04,0.03,0.05,150,3,-,(0),(0),(0),1.7,260,250,24,55,160,1.8,1.4,0.3,0.06,-,-,-,-,0,7,54,0,58,5,(0),1.3,0,0,0,(0),0.15,0.14,1.7,0.07,3.2,24,1.57,-,1,0.7,-,-,-,-,-,-,-,-,-,-
10,10303,1355,＜貝類＞とりがい　斧足　生　　　,0,86,360,78.6,12.9,9.9,0.3,0.1,0.04,0.02,0.02,22,6.9,-,(0),(0),(0),1.3,100,150,19,43,120,2.9,1.6,0.05,0.11,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.2,0,0,0,(0),0.16,0.06,1.7,0.04,10.1,18,1.1,-,1,0.3,-,-,-,-,-,-,-,-,-,-
10,10304,1356,＜貝類＞ばい　生　　　,55,87,364,78.5,16.3,(11.8),0.6,0.3,0.06,0.04,0.15,110,3.1,-,(0),(0),(0),1.5,220,320,44,84,160,0.7,1.3,0.09,0.04,-,-,-,-,0,-,-,-,10,1,(0),2.2,0,0,0,0,0.03,0.14,1.3,0.11,4.3,14,1.02,-,2,0.6,-,-,-,-,-,-,-,-,-,-
10,10305,1357,＜貝類＞ばかがい　生　　　,65,61,255,84.6,10.9,8.3,0.5,0.2,0.06,0.04,0.08,120,2.4,-,(0),(0),(0),1.6,300,220,42,51,150,1.1,1.8,0.05,0.07,-,-,-,-,4,0,5,0,5,5,(0),0.8,0,0,0,(0),0.14,0.06,2.1,0.08,7.9,18,0.79,-,1,0.8,-,-,-,-,-,-,-,-,-,-
10,10306,1358,＜貝類＞（はまぐり類）　はまぐり　生　　,60,39,162,88.8,6.1,4.4,0.6,0.3,0.09,0.05,0.13,25,1.8,-,(0),(0),(0),2.8,780,160,130,81,96,2.1,1.7,0.1,0.14,-,-,-,-,7,0,25,-,25,9,(0),0.6,0,0,0,Tr,0.08,0.16,1.1,0.08,28.4,20,0.37,-,1,2,-,-,-,-,-,-,-,-,-,-
10,10307,1359,＜貝類＞（はまぐり類）　はまぐり　水煮　　,75,89,371,78.6,14.9,(10.6),1.5,0.6,0.19,0.11,0.29,79,2.9,-,(0),(0),(0),2.3,490,180,130,69,190,3.9,2.5,0.23,0.3,-,-,-,-,12,0,50,-,50,16,(0),2.8,0,0,0,1,0.15,0.27,1.6,0.05,20.3,23,0.45,-,1,1.2,-,-,-,-,-,-,-,-,-,64
10,10308,1360,＜貝類＞（はまぐり類）　はまぐり　焼き　　,70,77,322,79.8,13.3,(9.5),1,0.4,0.13,0.07,0.19,65,2.8,-,(0),(0),(0),3.1,770,230,140,87,140,3.3,2.4,0.2,0.3,-,-,-,-,12,0,48,-,48,16,(0),2.3,0,0,0,Tr,0.13,0.29,1.9,0.12,33.4,27,0.57,-,2,2,-,-,-,-,-,-,-,-,-,65
10,10309,1361,＜貝類＞（はまぐり類）　はまぐり　つくだ煮　　,0,219,916,40.1,27,-,2.8,1.2,0.41,0.28,0.51,100,21.4,-,(0),(0),(0),8.7,2800,320,120,95,340,7.2,4.2,0.2,1.03,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.9,0,0,0,2,0.02,0.1,1.6,0.11,45.4,49,0.34,-,(0),7.1,-,-,-,-,-,-,-,-,-,-
10,10310,1362,＜貝類＞（はまぐり類）　ちょうせんはまぐり　生　　,60,42,176,88.1,6.5,(4.6),0.4,0.2,0.06,0.03,0.08,27,2.7,-,(0),(0),(0),2.3,510,170,160,69,94,5.1,1.2,0.11,0.22,-,-,-,-,3,4,28,0,30,6,(0),0.5,0,0,0,0,0.13,0.12,1.2,0.07,19.1,21,0.57,-,1,1.3,-,-,-,-,-,-,-,-,-,-
10,10311,1363,＜貝類＞ほたてがい　生　　　,50,72,301,82.3,13.5,9.8,0.9,0.4,0.18,0.09,0.15,33,1.5,-,(0),(0),(0),1.8,320,310,22,59,210,2.2,2.7,0.13,0.12,-,-,-,-,10,1,150,0,150,23,(0),0.9,0,0,0,1,0.05,0.29,1.7,0.07,11.4,87,0.66,-,3,0.8,-,-,-,-,-,-,-,-,-,-
10,10312,1364,＜貝類＞ほたてがい　水煮　　　,60,100,418,76.8,17.6,(12.7),1.9,0.8,0.27,0.15,0.3,52,1.9,-,(0),(0),(0),1.8,250,330,24,57,250,2.8,3.1,0.17,0.12,-,-,-,-,15,2,230,0,230,34,(0),1.7,0,0,0,2,0.04,0.29,1.9,0.06,18,83,0.64,-,2,0.6,-,-,-,-,-,-,-,-,-,82
10,10313,1365,＜貝類＞ほたてがい　貝柱　生　　,0,88,370,78.4,16.9,12.1,0.3,0.1,0.03,0.01,0.06,35,3.5,-,(0),(0),(0),1.3,120,380,7,41,230,0.2,1.5,0.03,0.02,2,18,3,1,1,0,0,0,0,1,0,0.8,0,0,0,0,0.01,0.06,1.9,0.11,1.7,61,0.28,1.7,2,0.3,-,-,-,-,-,-,-,-,-,-
10,10414,1366,＜貝類＞ほたてがい　貝柱　焼き　　,0,122,510,67.8,23.8,17.7,0.3,0.1,0.02,0.01,0.05,52,4.6,-,(0),(0),(0),1.7,150,480,13,56,320,0.3,2.2,0.04,0.03,-,-,-,-,1,0,0,0,0,1,0,1.1,0,0,0,Tr,0.01,0.08,2.7,0.14,2.1,41,0.34,-,1,0.4,-,-,-,-,-,-,-,-,-,66
10,10314,1367,＜貝類＞ほたてがい　貝柱　煮干し　　,0,322,1347,17.1,65.7,(46.9),1.4,0.5,0.13,0.05,0.26,150,7.6,-,(0),(0),(0),8.2,2500,810,34,120,610,1.2,6.1,0.08,0.1,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),2.5,0,0,0,(0),0.12,0.3,4.6,0.12,5.2,22,0.75,-,(0),6.4,-,-,-,-,-,-,-,-,-,-
10,10315,1368,＜貝類＞ほたてがい　貝柱　水煮缶詰　　,0,94,393,76.4,19.5,(13.9),0.6,0.2,0.06,0.03,0.1,62,1.5,-,(0),(0),(0),2,390,250,50,37,170,0.7,2.7,0.03,0.07,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.1,0,0,0,(0),Tr,0.05,1,0.09,2.6,7,0,-,(0),1,-,-,-,-,-,-,-,-,-,-
10,10316,1369,＜貝類＞ほっきがい　生　　　,65,73,305,82.1,11.1,(8.0),1.1,0.3,0.1,0.1,0.1,51,3.8,-,(0),(0),(0),1.9,250,260,62,75,160,4.4,1.8,0.15,0.11,-,-,-,-,6,-,-,-,10,7,(0),1.4,0,0,0,(0),0.01,0.16,1.9,0.12,47.5,45,0.2,-,2,0.6,-,-,-,-,-,-,-,-,-,-
10,10317,1370,＜貝類＞みるがい　水管　生　　　,80,82,343,78.9,18.3,(13.2),0.4,0.1,0.04,0.02,0.05,36,0.3,-,(0),(0),(0),2.1,330,420,55,75,160,3.3,1,0.04,0.16,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),0.6,0,0,0,(0),Tr,0.14,2,0.05,9.1,13,0.64,-,1,0.8,-,-,-,-,-,-,-,-,-,-
10,10319,1371,＜えび・かに類＞（えび類）　あまえび　生　　,65,87,364,78.2,19.8,(16.3),0.3,0.1,0.03,0.05,0.06,130,0.1,-,(0),(0),(0),1.6,300,310,50,42,240,0.1,1,0.44,0.02,-,-,-,-,3,0,0,0,0,3,(0),3.4,0,0,0,(0),0.02,0.03,1.1,0.04,2.4,25,0.21,-,Tr,0.8,-,-,-,-,-,-,-,-,-,-
10,10320,1372,＜えび・かに類＞（えび類）　いせえび　生　　,70,92,385,76.6,20.9,17.1,0.4,0.1,0.03,0.03,0.07,93,Tr,-,(0),(0),(0),2.1,350,400,37,39,330,0.1,1.8,0.65,0.02,-,-,-,-,0,0,0,0,0,0,(0),3.8,0,0,0,(0),0.01,0.03,2.1,0.14,0.3,15,0.41,-,1,0.9,-,-,-,-,-,-,-,-,-,-
10,10321,1373,＜えび・かに類＞（えび類）　くるまえび　養殖　生　　,55,97,406,76.1,21.6,17.9,0.6,0.3,0.08,0.05,0.12,170,Tr,-,(0),(0),(0),1.7,170,430,41,46,310,0.7,1.4,0.42,0.02,4,35,0,1,0,0,49,0,49,4,(0),1.6,0,0,0,(0),0.11,0.06,3.8,0.12,1.9,23,1.11,2.6,Tr,0.4,-,-,-,-,-,-,-,-,-,-
10,10322,1374,＜えび・かに類＞（えび類）　くるまえび　養殖　ゆで　　,55,124,519,69.3,28.2,(23.3),0.5,0.2,0.06,0.05,0.11,240,Tr,-,(0),(0),(0),2,200,500,61,57,390,1,1.8,0.62,0.03,-,-,-,-,0,0,56,0,56,5,(0),2.3,0,0,0,(0),0.09,0.05,4.5,0.08,2,17,1.07,-,Tr,0.5,-,-,-,-,-,-,-,-,-,95
10,10323,1375,＜えび・かに類＞（えび類）　くるまえび　養殖　焼き　　,55,103,431,74.4,23.5,(19.5),0.4,0.2,0.06,0.04,0.09,200,Tr,-,(0),(0),(0),1.7,180,400,55,49,330,1.4,1.6,0.58,0.02,-,-,-,-,0,0,53,0,53,4,(0),2.7,0,0,0,(0),0.11,0.05,3.6,0.08,2.3,15,1.06,-,1,0.5,-,-,-,-,-,-,-,-,-,73
10,10324,1376,＜えび・かに類＞（えび類）　さくらえび　ゆで　　,0,91,381,75.6,18.2,-,1.5,0.7,0.19,0.22,0.25,230,Tr,-,-,-,-,4.7,830,250,690,92,360,0.5,1.4,2.05,0.09,-,-,-,-,6,0,3,0,3,7,(0),2.8,0,0,0,0,0.1,0.08,1.1,0.09,4.3,41,0.37,-,0,2.1,-,-,-,-,-,-,-,-,-,-
10,10325,1377,＜えび・かに類＞（えび類）　さくらえび　素干し　　,0,312,1305,19.4,64.9,-,4,2.1,0.59,0.63,0.75,700,0.1,-,-,-,-,11.6,1200,1200,2000,310,1200,3.2,4.9,3.34,0.23,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),7.2,0,0.1,0,(0),0.17,0.15,5.5,0.21,11,230,1.16,-,0,3,-,-,-,-,-,-,-,-,-,-
10,10326,1378,＜えび・かに類＞（えび類）　さくらえび　煮干し　　,0,273,1142,23.2,59.1,-,2.5,1.1,0.35,0.33,0.38,700,0.1,-,-,-,-,15.1,3400,680,1500,260,860,3,4.1,2.61,0.2,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),3.4,0,0.1,0,(0),0.16,0.11,3.5,0.05,3.5,82,0.51,-,0,8.6,-,-,-,-,-,-,-,-,-,-
10,10327,1379,＜えび・かに類＞（えび類）　大正えび　生　　,55,95,397,76.3,21.7,(17.9),0.3,0.1,0.04,0.04,0.06,160,0.1,-,(0),(0),(0),1.6,200,360,34,45,300,0.1,1.4,0.61,0.02,-,-,-,-,6,0,4,0,4,6,(0),1.8,0,0,0,(0),0.03,0.04,2.4,0.07,2.1,45,0.61,-,1,0.5,-,-,-,-,-,-,-,-,-,-
10,10328,1380,＜えび・かに類＞（えび類）　しばえび　生　　,50,83,347,79.3,18.7,15.4,0.4,0.2,0.06,0.04,0.08,170,0.1,-,(0),(0),(0),1.5,250,260,56,30,270,1,1,0.35,0.11,-,-,-,-,3,0,20,0,20,4,(0),1.7,0,0,0,(0),0.02,0.06,2.2,0.1,1.1,57,0.38,-,2,0.6,-,-,-,-,-,-,-,-,-,-
10,10415,1381,＜えび・かに類＞（えび類）　バナメイエビ　養殖　生　　,20,91,382,78.6,19.6,16.2,0.6,0.3,0.1,0.05,0.15,160,0.7,-,(0),(0),(0),1.3,140,270,68,37,220,1.4,1.2,0.33,0.1,10,27,2,-,0,(0),(0),(0),(0),0,0,1.7,0,0.3,0,(0),0.03,0.04,3.6,0.14,1.2,38,0.23,1.9,1,0.3,-,-,-,-,-,-,-,-,-,-
10,10416,1382,＜えび・かに類＞（えび類）　バナメイエビ　養殖　天ぷら　　,10,199,832,62,20,16.8,10.3,9.6,0.79,5.87,2.52,160,6.5,7.1,0.1,0.7,0.9,1.2,140,250,96,36,200,0.5,1.3,0.29,0.11,9,28,1,-,0,(0),16,(0),16,1,0,3.6,0,4.7,0.1,13,0.04,0.06,3.3,0.1,1.1,34,0.23,1.8,Tr,0.3,-,-,-,-,-,-,-,-,-,77
10,10329,1383,＜えび・かに類＞（えび類）　ブラックタイガー　養殖　生　　,15,82,343,79.9,18.4,(15.2),0.3,0.1,0.04,0.03,0.06,150,0.3,-,(0),(0),(0),1.1,150,230,67,36,210,0.2,1.4,0.39,0.02,4,26,2,1,1,0,0,-,0,1,(0),1.4,0,0.1,0,(0),0.07,0.03,2.6,0.07,0.9,15,0.59,1.9,Tr,0.4,-,-,-,-,-,-,-,-,-,-
10,10330,1384,＜えび・かに類＞（えび類）　加工品　干しえび　　,0,233,975,24.2,48.6,-,2.8,1.2,0.45,0.33,0.4,510,0.3,-,-,-,-,24.1,1500,740,7100,520,990,15.1,3.9,5.17,3.93,-,-,-,-,14,0,5,0,5,14,(0),2.5,0,0,0,(0),0.1,0.19,4.3,0.19,10.5,46,0.72,-,0,3.8,-,-,-,-,-,-,-,-,-,-
10,10331,1385,＜えび・かに類＞（えび類）　加工品　つくだ煮　　,0,244,1021,31.8,25.9,-,2.2,1.3,0.36,0.35,0.49,230,30.1,-,-,-,-,10,1900,350,1800,110,440,3.9,3.1,1.56,1.24,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),6.3,0,0.2,0,(0),0.14,0.11,5,0.08,6.3,35,0.65,-,(0),4.8,-,-,-,-,-,-,-,-,-,-
10,10332,1386,＜えび・かに類＞（かに類）　がざみ　生　　,65,65,272,83.1,14.4,(10.7),0.3,0.1,0.04,0.04,0.05,79,0.3,-,(0),(0),(0),1.9,360,300,110,60,200,0.3,3.7,1.1,0.06,-,-,-,-,0,0,7,0,7,1,(0),1.8,0,0,0,(0),0.02,0.15,4.2,0.18,4.7,22,0.78,-,Tr,0.9,-,-,-,-,-,-,-,-,-,-
10,10333,1387,＜えび・かに類＞（かに類）　毛がに　生　　,70,72,301,81.9,15.8,11.9,0.5,0.3,0.05,0.06,0.15,47,0.2,-,(0),(0),(0),1.6,220,340,61,38,260,0.5,3.3,0.47,0.03,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),2.2,0,0,0,(0),0.07,0.23,2.3,0.16,1.9,13,0.41,-,Tr,0.6,-,-,-,-,-,-,-,-,-,-
10,10334,1388,＜えび・かに類＞（かに類）　毛がに　ゆで　　,60,83,347,79.2,18.4,(13.7),0.5,0.3,0.05,0.06,0.14,53,0.2,-,(0),(0),(0),1.7,240,280,66,39,200,0.6,3.8,0.46,0.02,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),3.7,0,0,0,(0),0.07,0.23,2.4,0.13,2.5,10,0.4,-,Tr,0.6,-,-,-,-,-,-,-,-,-,82
10,10335,1389,＜えび・かに類＞（かに類）　ずわいがに　生　　,70,63,264,84,13.9,10.3,0.4,0.2,0.03,0.06,0.13,44,0.1,-,(0),(0),(0),1.6,310,310,90,42,170,0.5,2.6,0.35,0.02,58,97,1,2,Tr,-,-,-,(0),(Tr),(0),2.1,0,0,0,(0),0.24,0.6,8,0.13,4.3,15,0.48,3,Tr,0.8,-,-,-,-,-,-,-,-,-,-
10,10336,1390,＜えび・かに類＞（かに類）　ずわいがに　ゆで　　,55,69,289,82.5,15,(11.2),0.6,0.3,0.05,0.09,0.19,61,0.1,-,(0),(0),(0),1.8,240,240,120,55,150,0.7,3.1,0.56,0.02,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),2.6,0,0,0,(0),0.21,0.57,6.1,0.11,7.2,9,0.54,-,Tr,0.6,-,-,-,-,-,-,-,-,-,74
10,10337,1391,＜えび・かに類＞（かに類）　ずわいがに　水煮缶詰　　,0,73,305,81.1,16.3,(12.1),0.4,0.2,0.04,0.05,0.09,70,0.2,-,(0),(0),(0),2,670,21,68,29,120,0.5,4.7,0.35,0.1,-,-,-,-,0,-,-,-,(0),(0),(0),2,0,0,0,(0),0,0.03,0.1,Tr,0.2,1,0,-,0,1.7,-,-,-,-,-,-,-,-,-,-
10,10338,1392,＜えび・かに類＞（かに類）　たらばがに　生　　,70,59,247,84.7,13,(9.7),0.3,0.2,0.03,0.05,0.08,34,0.2,-,(0),(0),(0),1.8,340,280,51,41,220,0.3,3.2,0.43,0.03,-,-,-,-,0,0,7,0,7,1,(0),1.9,0,0,0,(0),0.05,0.07,2.1,0.14,5.8,21,0.65,-,1,0.9,-,-,-,-,-,-,-,-,-,-
10,10339,1393,＜えび・かに類＞（かに類）　たらばがに　ゆで　　,60,80,335,80,17.5,(13.0),0.5,0.3,0.05,0.08,0.13,53,0.3,-,(0),(0),(0),1.7,310,230,48,51,190,0.2,4.2,0.41,0.04,-,-,-,-,0,0,8,0,8,1,(0),3,0,0,0,(0),0.07,0.06,1.8,0.13,9.9,15,0.48,-,Tr,0.8,-,-,-,-,-,-,-,-,-,74
10,10340,1394,＜えび・かに類＞（かに類）　たらばがに　水煮缶詰　　,0,90,377,77,20.6,(15.3),0.3,0.1,0.03,0.04,0.07,60,0.1,-,(0),(0),(0),2,580,90,52,34,220,0.2,6.3,0.58,0.06,-,-,-,-,Tr,-,-,-,(0),(Tr),(0),2.9,0,0,0,(0),0.02,0.1,0.2,0.04,6.1,4,0.26,-,(0),1.5,-,-,-,-,-,-,-,-,-,-
10,10341,1395,＜えび・かに類＞（かに類）　加工品　がん漬　　,0,59,247,54.7,8.4,-,0.4,0.2,0.07,0.05,0.09,36,5.4,-,-,-,-,31.1,7500,250,4000,530,200,1.7,2.4,1.36,4.43,-,-,-,-,Tr,-,-,-,Tr,Tr,(0),1.8,0,0.2,0,1,0.1,0.5,2,0.07,2.2,7,0.26,-,(0),19.1,-,-,-,-,-,-,-,-,-,-
10,10342,1396,＜いか・たこ類＞（いか類）　あかいか　生　　,25,89,372,79.3,17.9,(13.0),1.4,0.7,0.25,0.07,0.31,280,Tr,-,(0),(0),(0),1.4,200,330,12,46,280,0.1,1.2,0.21,0.02,5,28,1,1,4,0,0,0,0,4,(0),2.2,0,0,0,(0),0.01,0.02,2.1,0.1,2.3,2,0.31,4,1,0.5,-,-,-,-,-,-,-,-,-,-
10,10343,1397,＜いか・たこ類＞（いか類）　けんさきいか　生　　,20,84,351,80,17.5,(12.7),1,0.4,0.16,0.04,0.22,350,0.1,-,(0),(0),(0),1.4,210,330,12,46,260,0.1,1.3,0.16,0.02,-,-,-,-,7,0,0,0,0,7,(0),1.6,0,0,0,(0),0.01,0.02,2.5,0.11,2.5,4,0.28,-,2,0.5,-,-,-,-,-,-,-,-,-,-
